stop_id,stop_name,transfers,borough
H04,Broad Channel,A Sr,Q
H12,Beach 90 St,A Sr,Q
H13,Beach 98 St,A Sr,Q
H14,Beach 105 St,A Sr,Q
H15,Rockaway Park-Beach 116 St,Sr,Q
