stop_id,stop_name,transfers,borough
S01,Franklin Avenue/Botanic Garden,C Sf,Bk
S03,Park Pl,Sf,Bk
S04,Franklin Avenue/Botanic Garden,2 3 4 5 Sf,Bk
D26,Prospect Park,B Q Sf,Bk
